tokenID,name,description,file_name,attributes[Species],attributes[Body],attributes[Beak],attributes[Beak Style],attributes[Eyes],attributes[Eye Style],attributes[Cheeks],attributes[Crest],attributes[Crest Color],attributes[Crown],attributes[Crown Color],attributes[Accessory]
4747,Robingoose #4747,Honk honk,goose_4747.png,Goose,White,Yellow,Open,Blue,Two Tone,Yes,No,None,Yes,Yellow,No
4748,Robingoose #4748,Honk honk,goose_4748.png,Goose,Yellow,Orange,Closed,Black,Solid,No,Yes,Salmon,No,None,No
4749,Robingoose #4749,Honk honk,goose_4749.png,Goose,White,Black,Open,Salmon,Solid,Yes,Yes,Blue,No,None,No
4750,Robingoose #4750,Honk honk,goose_4750.png,Goose,Salmon,Purple,Open,Black,Solid,No,Yes,Salmon,No,None,No
4751,Robingoose #4751,Honk honk,goose_4751.png,Goose,Turquoise,Coral,Open,Lime,Two Tone,No,No,None,No,None,No
4752,Robingoose #4752,Honk honk,goose_4752.png,Goose,White,Orange,Closed,Coral,Two Tone,No,Yes,White,No,None,Yes
4753,Robingoose #4753,Honk honk,goose_4753.png,Goose,Purple,Orange,Closed,Red,Two Tone,No,Yes,Purple,No,None,No
4754,Robingoose #4754,Honk honk,goose_4754.png,Goose,Sky Blue,Orange,Closed,Pink,Two Tone,No,Yes,Sky Blue,No,None,Yes
4755,Robingoose #4755,Honk honk,goose_4755.png,Goose,Salmon,White,Open,Pink,Two Tone,No,Yes,Salmon,No,None,No
4756,Robingoose #4756,Honk honk,goose_4756.png,Goose,Salmon,Lime,Closed,White,Two Tone,No,No,None,Yes,Black,No
4757,Robingoose #4757,Honk honk,goose_4757.png,Goose,Orange,White,Open,Yellow,Two Tone,Yes,No,None,Yes,Black,No
4758,Robingoose #4758,Honk honk,goose_4758.png,Goose,Green,Salmon,Closed,Black,Solid,No,Yes,Salmon,No,None,No
4759,Robingoose #4759,Honk honk,goose_4759.png,Goose,Red,Turquoise,Open,Orange,Two Tone,Yes,No,None,No,None,Yes
4760,Robingoose #4760,Honk honk,goose_4760.png,Goose,Blue,Orange,Closed,Green,Two Tone,No,Yes,Pink,No,None,No
4761,Robingoose #4761,Honk honk,goose_4761.png,Goose,Green,Lime,Open,Black,Solid,No,No,None,No,None,No
4762,Robingoose #4762,Honk honk,goose_4762.png,Goose,White,Yellow,Closed,Green,Two Tone,No,Yes,Purple,No,None,Yes
4763,Robingoose #4763,Honk honk,goose_4763.png,Goose,Blue,Lime,Open,Black,Solid,Yes,No,None,No,None,No
4764,Robingoose #4764,Honk honk,goose_4764.png,Goose,Salmon,Orange,Open,Black,Solid,No,Yes,Red,No,None,No
4765,Robingoose #4765,Honk honk,goose_4765.png,Goose,Coral,Black,Closed,Yellow,Solid,No,No,None,No,None,No
4766,Robingoose #4766,Honk honk,goose_4766.png,Goose,White,Purple,Open,Green,Two Tone,Yes,Yes,White,No,None,Yes
4767,Robingoose #4767,Honk honk,goose_4767.png,Goose,Purple,Pink,Open,Black,Solid,Yes,No,None,No,None,No
4768,Robingoose #4768,Honk honk,goose_4768.png,Goose,Yellow,Black,Closed,Blue,Two Tone,No,No,None,No,None,Yes
4769,Robingoose #4769,Honk honk,goose_4769.png,Goose,Green,Yellow,Open,Black,Solid,No,Yes,Coral,No,None,No
4770,Robingoose #4770,Honk honk,goose_4770.png,Goose,Pink,White,Open,Coral,Two Tone,Yes,No,None,No,None,No
4771,Robingoose #4771,Honk honk,goose_4771.png,Goose,Black,Orange,Open,White,Solid,No,Yes,Orange,No,None,No
4772,Robingoose #4772,Honk honk,goose_4772.png,Goose,Lime,Turquoise,Open,Black,Solid,No,Yes,Lime,No,None,No
4773,Robingoose #4773,Honk honk,goose_4773.png,Goose,Lime,Red,Closed,Green,Two Tone,No,No,None,No,None,No
4774,Robingoose #4774,Honk honk,goose_4774.png,Goose,Blue,Lime,Open,Black,Solid,No,No,None,No,None,No
4775,Robingoose #4775,Honk honk,goose_4775.png,Goose,Red,Yellow,Closed,Green,Two Tone,No,No,None,Yes,Yellow,No
4776,Robingoose #4776,Honk honk,goose_4776.png,Goose,Lime,Orange,Open,Salmon,Two Tone,No,No,None,No,None,Yes
4777,Robingoose #4777,Honk honk,goose_4777.png,Goose,Blue,Orange,Open,White,Two Tone,Yes,Yes,Blue,No,None,Yes
4778,Robingoose #4778,Honk honk,goose_4778.png,Goose,Turquoise,Yellow,Open,Coral,Two Tone,Yes,No,None,No,None,Yes
4779,Robingoose #4779,Honk honk,goose_4779.png,Goose,White,Orange,Open,Black,Solid,Yes,Yes,Orange,No,None,No
4780,Robingoose #4780,Honk honk,goose_4780.png,Goose,Red,Blue,Open,Lime,Two Tone,Yes,Yes,Red,No,None,Yes
4781,Robingoose #4781,Honk honk,goose_4781.png,Goose,Red,Yellow,Closed,Black,Solid,No,Yes,Lime,No,None,No
4782,Robingoose #4782,Honk honk,goose_4782.png,Goose,Purple,Orange,Open,Coral,Two Tone,No,Yes,Purple,No,None,Yes
4783,Robingoose #4783,Honk honk,goose_4783.png,Goose,Sky Blue,Yellow,Open,Purple,Two Tone,No,No,None,Yes,Black,No
4784,Robingoose #4784,Honk honk,goose_4784.png,Goose,White,Blue,Open,Black,Solid,No,Yes,Coral,No,None,No
4785,Robingoose #4785,Honk honk,goose_4785.png,Goose,Yellow,Red,Open,Salmon,Two Tone,No,Yes,Yellow,No,None,No
4786,Robingoose #4786,Honk honk,goose_4786.png,Goose,White,Orange,Open,Blue,Two Tone,No,Yes,White,No,None,No
4787,Robingoose #4787,Honk honk,goose_4787.png,Goose,Red,Yellow,Closed,Black,Solid,No,Yes,Salmon,No,None,No
4788,Robingoose #4788,Honk honk,goose_4788.png,Goose,Orange,Red,Open,Pink,Two Tone,Yes,No,None,No,None,No
4789,Robingoose #4789,Honk honk,goose_4789.png,Goose,Pink,White,Open,Black,Solid,No,Yes,Yellow,No,None,No
4790,Robingoose #4790,Honk honk,goose_4790.png,Goose,Blue,Yellow,Open,Turquoise,Two Tone,Yes,Yes,Blue,No,None,No
4791,Robingoose #4791,Honk honk,goose_4791.png,Goose,White,Green,Closed,Lime,Two Tone,No,Yes,Pink,No,None,No
4792,Robingoose #4792,Honk honk,goose_4792.png,Goose,Lime,Orange,Open,Salmon,Two Tone,No,No,None,No,None,No
4793,Robingoose #4793,Honk honk,goose_4793.png,Goose,White,Blue,Open,Black,Solid,No,Yes,Sky Blue,No,None,No
4794,Robingoose #4794,Honk honk,goose_4794.png,Goose,White,Orange,Open,Green,Two Tone,No,No,None,Yes,Black,No
4795,Robingoose #4795,Honk honk,goose_4795.png,Goose,Purple,Lime,Open,Black,Solid,Yes,Yes,Purple,No,None,No
4796,Robingoose #4796,Honk honk,goose_4796.png,Goose,Yellow,Black,Closed,White,Solid,No,No,None,No,None,No
4797,Robingoose #4797,Honk honk,goose_4797.png,Goose,Orange,Coral,Open,Purple,Two Tone,No,Yes,Orange,No,None,No
4798,Robingoose #4798,Honk honk,goose_4798.png,Goose,White,Green,Closed,Red,Two Tone,No,Yes,White,No,None,No
4799,Robingoose #4799,Honk honk,goose_4799.png,Goose,Black,Red,Closed,White,Solid,No,Yes,Pink,No,None,No
4800,Robingoose #4800,Honk honk,goose_4800.png,Goose,Purple,Orange,Closed,Blue,Two Tone,No,No,None,No,None,No
4801,Robingoose #4801,Honk honk,goose_4801.png,Goose,White,Yellow,Closed,Coral,Two Tone,No,Yes,Salmon,No,None,Yes
4802,Robingoose #4802,Honk honk,goose_4802.png,Goose,White,Salmon,Open,Black,Solid,No,Yes,Red,No,None,No
4803,Robingoose #4803,Honk honk,goose_4803.png,Goose,Purple,Yellow,Open,Blue,Two Tone,No,No,None,Yes,Black,No
4804,Robingoose #4804,Honk honk,goose_4804.png,Goose,Purple,Salmon,Closed,Green,Two Tone,No,No,None,No,None,No
4805,Robingoose #4805,Honk honk,goose_4805.png,Goose,Coral,Pink,Open,Black,Solid,No,Yes,Coral,No,None,No
4806,Robingoose #4806,Honk honk,goose_4806.png,Goose,White,Yellow,Open,Blue,Two Tone,Yes,Yes,White,No,None,Yes
4807,Robingoose #4807,Honk honk,goose_4807.png,Goose,Salmon,Orange,Closed,Coral,Two Tone,No,No,None,No,None,Yes
4808,Robingoose #4808,Honk honk,goose_4808.png,Goose,Turquoise,Orange,Open,Red,Two Tone,Yes,Yes,Turquoise,No,None,Yes
4809,Robingoose #4809,Honk honk,goose_4809.png,Goose,Coral,Yellow,Open,Green,Two Tone,Yes,Yes,Coral,No,None,No
4810,Robingoose #4810,Honk honk,goose_4810.png,Goose,White,Orange,Open,Red,Two Tone,No,No,None,Yes,Yellow,No
4811,Robingoose #4811,Honk honk,goose_4811.png,Goose,Sky Blue,Green,Closed,Black,Solid,No,Yes,Orange,No,None,No
4812,Robingoose #4812,Honk honk,goose_4812.png,Goose,Purple,Orange,Closed,Black,Solid,No,Yes,Black,No,None,No
4813,Robingoose #4813,Honk honk,goose_4813.png,Goose,White,Black,Closed,Green,Two Tone,No,No,None,No,None,Yes
4814,Robingoose #4814,Honk honk,goose_4814.png,Goose,Lime,Red,Open,White,Two Tone,No,No,None,No,None,No
4815,Robingoose #4815,Honk honk,goose_4815.png,Goose,Pink,Black,Closed,Black,Solid,No,Yes,Pink,No,None,No
4816,Robingoose #4816,Honk honk,goose_4816.png,Goose,Black,Orange,Closed,Blue,Two Tone,No,Yes,Black,No,None,No
4817,Robingoose #4817,Honk honk,goose_4817.png,Goose,Salmon,Orange,Open,Lime,Two Tone,Yes,No,None,Yes,Yellow,No
4818,Robingoose #4818,Honk honk,goose_4818.png,Goose,White,Coral,Open,Purple,Two Tone,Yes,Yes,White,No,None,No
4819,Robingoose #4819,Honk honk,goose_4819.png,Goose,Salmon,Pink,Open,Black,Solid,No,Yes,Salmon,No,None,No
4820,Robingoose #4820,Honk honk,goose_4820.png,Goose,Purple,Orange,Closed,Turquoise,Two Tone,No,Yes,Purple,No,None,No
4821,Robingoose #4821,Honk honk,goose_4821.png,Goose,Salmon,Coral,Closed,Red,Two Tone,No,No,None,No,None,Yes
4822,Robingoose #4822,Honk honk,goose_4822.png,Goose,Yellow,Blue,Closed,Turquoise,Two Tone,No,Yes,Pink,No,None,No
4823,Robingoose #4823,Honk honk,goose_4823.png,Goose,Red,Orange,Open,Black,Solid,Yes,Yes,Blue,No,None,No
4824,Robingoose #4824,Honk honk,goose_4824.png,Goose,Purple,Sky Blue,Open,Black,Solid,Yes,Yes,Purple,No,None,No
4825,Robingoose #4825,Honk honk,goose_4825.png,Goose,Coral,Turquoise,Closed,Black,Solid,No,Yes,White,No,None,No
4826,Robingoose #4826,Honk honk,goose_4826.png,Goose,Salmon,Yellow,Open,Sky Blue,Two Tone,Yes,Yes,Salmon,No,None,No
4827,Robingoose #4827,Honk honk,goose_4827.png,Goose,White,Orange,Closed,Salmon,Two Tone,No,Yes,Coral,No,None,No
4828,Robingoose #4828,Honk honk,goose_4828.png,Goose,Blue,Turquoise,Open,Black,Solid,Yes,No,None,No,None,No
4829,Robingoose #4829,Honk honk,goose_4829.png,Goose,Pink,Yellow,Open,Green,Two Tone,Yes,No,None,No,None,Yes
4830,Robingoose #4830,Honk honk,goose_4830.png,Goose,White,Orange,Open,Sky Blue,Two Tone,No,Yes,Black,No,None,No
4831,Robingoose #4831,Honk honk,goose_4831.png,Goose,Orange,Yellow,Closed,Black,Solid,No,Yes,Coral,No,None,No
4832,Robingoose #4832,Honk honk,goose_4832.png,Goose,Green,Turquoise,Open,Black,Solid,Yes,No,None,No,None,No
4833,Robingoose #4833,Honk honk,goose_4833.png,Goose,White,Black,Closed,Blue,Two Tone,No,No,None,No,None,No
4834,Robingoose #4834,Honk honk,goose_4834.png,Goose,White,Salmon,Open,Black,Solid,Yes,Yes,Yellow,No,None,No
4835,Robingoose #4835,Honk honk,goose_4835.png,Goose,Coral,Orange,Open,Black,Solid,Yes,Yes,Red,No,None,No
4836,Robingoose #4836,Honk honk,goose_4836.png,Goose,Orange,Salmon,Open,Coral,Two Tone,No,No,None,No,None,Yes
4837,Robingoose #4837,Honk honk,goose_4837.png,Goose,Lime,Coral,Open,Black,Solid,No,No,None,No,None,No
4838,Robingoose #4838,Honk honk,goose_4838.png,Goose,White,Yellow,Open,Purple,Two Tone,No,No,None,No,None,No
4839,Robingoose #4839,Honk honk,goose_4839.png,Goose,Yellow,Green,Open,Pink,Two Tone,Yes,Yes,Orange,No,None,No
4840,Robingoose #4840,Honk honk,goose_4840.png,Goose,Orange,Black,Closed,Turquoise,Solid,No,Yes,Orange,No,None,No
4841,Robingoose #4841,Honk honk,goose_4841.png,Goose,White,Orange,Open,Pink,Two Tone,Yes,No,None,No,None,Yes
4842,Robingoose #4842,Honk honk,goose_4842.png,Goose,Blue,Lime,Open,Black,Solid,No,Yes,Blue,No,None,No
4843,Robingoose #4843,Honk honk,goose_4843.png,Goose,Sky Blue,Orange,Closed,Blue,Two Tone,No,No,None,Yes,Yellow,No
4844,Robingoose #4844,Honk honk,goose_4844.png,Goose,Blue,Orange,Closed,Green,Two Tone,No,No,None,Yes,Yellow,No
4845,Robingoose #4845,Honk honk,goose_4845.png,Goose,Lime,Blue,Closed,Green,Two Tone,No,Yes,Lime,No,None,No
4846,Robingoose #4846,Honk honk,goose_4846.png,Goose,White,Yellow,Closed,Purple,Two Tone,No,No,None,Yes,Yellow,No
4847,Robingoose #4847,Honk honk,goose_4847.png,Goose,Orange,Yellow,Open,Black,Solid,No,Yes,Coral,No,None,No
4848,Robingoose #4848,Honk honk,goose_4848.png,Goose,Orange,Yellow,Closed,Turquoise,Two Tone,No,No,None,Yes,Black,No
4849,Robingoose #4849,Honk honk,goose_4849.png,Goose,White,Orange,Closed,Coral,Two Tone,No,Yes,White,No,None,No
4850,Robingoose #4850,Honk honk,goose_4850.png,Goose,White,Orange,Open,Green,Two Tone,No,Yes,White,No,None,No
4851,Robingoose #4851,Honk honk,goose_4851.png,Goose,Turquoise,Red,Closed,Lime,Two Tone,No,No,None,No,None,No
4852,Robingoose #4852,Honk honk,goose_4852.png,Goose,Salmon,Orange,Open,Yellow,Two Tone,No,Yes,Pink,No,None,Yes
4853,Robingoose #4853,Honk honk,goose_4853.png,Goose,White,Orange,Open,Salmon,Two Tone,No,Yes,White,No,None,Yes
4854,Robingoose #4854,Honk honk,goose_4854.png,Goose,White,Yellow,Closed,Salmon,Two Tone,No,No,None,Yes,Black,No
4855,Robingoose #4855,Honk honk,goose_4855.png,Goose,Yellow,Orange,Closed,Coral,Two Tone,No,Yes,Blue,No,None,No
4856,Robingoose #4856,Honk honk,goose_4856.png,Goose,Coral,White,Closed,Lime,Two Tone,No,No,None,No,None,No
4857,Robingoose #4857,Honk honk,goose_4857.png,Goose,Black,Yellow,Open,Red,Solid,No,No,None,No,None,No
4858,Robingoose #4858,Honk honk,goose_4858.png,Goose,Salmon,Purple,Closed,Black,Solid,No,Yes,Orange,No,None,No
4859,Robingoose #4859,Honk honk,goose_4859.png,Goose,Yellow,Orange,Open,Salmon,Two Tone,No,Yes,Yellow,No,None,Yes
4860,Robingoose #4860,Honk honk,goose_4860.png,Goose,Green,Purple,Closed,Black,Solid,No,Yes,Pink,No,None,No
4861,Robingoose #4861,Honk honk,goose_4861.png,Goose,Pink,Yellow,Closed,Black,Solid,No,Yes,Lime,No,None,No
4862,Robingoose #4862,Honk honk,goose_4862.png,Goose,Coral,Salmon,Closed,Black,Solid,No,Yes,Sky Blue,No,None,No
4863,Robingoose #4863,Honk honk,goose_4863.png,Goose,Sky Blue,Black,Open,Blue,Two Tone,No,Yes,Sky Blue,No,None,No
4864,Robingoose #4864,Honk honk,goose_4864.png,Goose,Red,Orange,Closed,Blue,Two Tone,No,No,None,No,None,No
4865,Robingoose #4865,Honk honk,goose_4865.png,Goose,Yellow,Orange,Open,White,Two Tone,Yes,No,None,No,None,Yes
4866,Robingoose #4866,Honk honk,goose_4866.png,Goose,White,Orange,Open,Red,Two Tone,No,No,None,No,None,No
4867,Robingoose #4867,Honk honk,goose_4867.png,Goose,Coral,Salmon,Open,Black,Solid,No,No,None,No,None,No
4868,Robingoose #4868,Honk honk,goose_4868.png,Goose,Blue,Orange,Closed,Red,Two Tone,No,No,None,Yes,Black,No
4869,Robingoose #4869,Honk honk,goose_4869.png,Goose,Black,Yellow,Open,Red,Solid,No,No,None,No,None,No
4870,Robingoose #4870,Honk honk,goose_4870.png,Goose,Pink,Black,Closed,Red,Solid,No,Yes,Yellow,No,None,No
4871,Robingoose #4871,Honk honk,goose_4871.png,Goose,White,Orange,Closed,Purple,Two Tone,No,No,None,Yes,Yellow,No
4872,Robingoose #4872,Honk honk,goose_4872.png,Goose,Sky Blue,Orange,Open,Pink,Two Tone,Yes,Yes,Sky Blue,No,None,No
4873,Robingoose #4873,Honk honk,goose_4873.png,Goose,Green,Coral,Open,Black,Solid,No,No,None,No,None,No
4874,Robingoose #4874,Honk honk,goose_4874.png,Goose,Pink,Black,Closed,Sky Blue,Solid,No,No,None,No,None,No
4875,Robingoose #4875,Honk honk,goose_4875.png,Goose,Red,Blue,Open,Green,Two Tone,No,No,None,No,None,No
4876,Robingoose #4876,Honk honk,goose_4876.png,Goose,Lime,Orange,Open,Purple,Two Tone,No,No,None,No,None,No
4877,Robingoose #4877,Honk honk,goose_4877.png,Goose,Blue,Sky Blue,Open,Black,Solid,Yes,No,None,No,None,No
4878,Robingoose #4878,Honk honk,goose_4878.png,Goose,Turquoise,Lime,Open,Black,Solid,No,Yes,Turquoise,No,None,No
4879,Robingoose #4879,Honk honk,goose_4879.png,Goose,Sky Blue,Lime,Open,Pink,Two Tone,No,Yes,Purple,No,None,No
4880,Robingoose #4880,Honk honk,goose_4880.png,Goose,Yellow,Orange,Open,Black,Solid,Yes,Yes,Green,No,None,No
4881,Robingoose #4881,Honk honk,goose_4881.png,Goose,Turquoise,Yellow,Closed,White,Two Tone,No,No,None,Yes,Yellow,No
4882,Robingoose #4882,Honk honk,goose_4882.png,Goose,White,Yellow,Closed,Purple,Two Tone,No,No,None,No,None,Yes
4883,Robingoose #4883,Honk honk,goose_4883.png,Goose,White,Yellow,Open,Sky Blue,Two Tone,Yes,Yes,White,No,None,Yes
4884,Robingoose #4884,Honk honk,goose_4884.png,Goose,Pink,Black,Open,Green,Solid,Yes,Yes,Pink,No,None,No
4885,Robingoose #4885,Honk honk,goose_4885.png,Goose,White,Sky Blue,Open,Black,Solid,Yes,No,None,No,None,No
4886,Robingoose #4886,Honk honk,goose_4886.png,Goose,Lime,Turquoise,Open,Red,Two Tone,Yes,No,None,No,None,Yes
4887,Robingoose #4887,Honk honk,goose_4887.png,Goose,Lime,Purple,Open,Black,Solid,No,No,None,No,None,No
4888,Robingoose #4888,Honk honk,goose_4888.png,Goose,Turquoise,Yellow,Closed,Blue,Two Tone,No,Yes,Turquoise,No,None,No
4889,Robingoose #4889,Honk honk,goose_4889.png,Goose,Yellow,Salmon,Closed,Orange,Two Tone,No,Yes,Yellow,No,None,No
4890,Robingoose #4890,Honk honk,goose_4890.png,Goose,Lime,Purple,Closed,Green,Two Tone,No,No,None,No,None,No
4891,Robingoose #4891,Honk honk,goose_4891.png,Goose,Orange,Yellow,Open,Pink,Two Tone,No,No,None,Yes,Yellow,No
4892,Robingoose #4892,Honk honk,goose_4892.png,Goose,Red,Blue,Open,Green,Two Tone,Yes,No,None,Yes,Yellow,No
4893,Robingoose #4893,Honk honk,goose_4893.png,Goose,Salmon,Yellow,Closed,Orange,Two Tone,No,Yes,Salmon,No,None,Yes
4894,Robingoose #4894,Honk honk,goose_4894.png,Goose,Coral,Green,Open,Black,Solid,No,No,None,No,None,No
4895,Robingoose #4895,Honk honk,goose_4895.png,Goose,Coral,Red,Open,Black,Solid,Yes,No,None,No,None,No
4896,Robingoose #4896,Honk honk,goose_4896.png,Goose,Purple,Yellow,Open,Red,Two Tone,No,Yes,Purple,No,None,No
4897,Robingoose #4897,Honk honk,goose_4897.png,Goose,Lime,Sky Blue,Open,Black,Solid,Yes,No,None,No,None,No
4898,Robingoose #4898,Honk honk,goose_4898.png,Goose,White,Pink,Closed,Green,Two Tone,No,Yes,White,No,None,No
4899,Robingoose #4899,Honk honk,goose_4899.png,Goose,Black,Yellow,Open,Blue,Two Tone,No,No,None,No,None,No
4900,Robingoose #4900,Honk honk,goose_4900.png,Goose,Orange,Red,Open,Blue,Two Tone,No,Yes,Orange,No,None,No
4901,Robingoose #4901,Honk honk,goose_4901.png,Goose,Pink,Yellow,Closed,Sky Blue,Two Tone,No,Yes,Pink,No,None,No
4902,Robingoose #4902,Honk honk,goose_4902.png,Goose,Lime,Pink,Closed,Black,Solid,No,Yes,Purple,No,None,No
4903,Robingoose #4903,Honk honk,goose_4903.png,Goose,Orange,Black,Closed,Red,Solid,No,No,None,No,None,No
4904,Robingoose #4904,Honk honk,goose_4904.png,Goose,White,Orange,Open,Red,Two Tone,No,No,None,No,None,No
4905,Robingoose #4905,Honk honk,goose_4905.png,Goose,White,Purple,Open,Orange,Two Tone,Yes,No,None,No,None,Yes
4906,Robingoose #4906,Honk honk,goose_4906.png,Goose,Yellow,Black,Closed,Purple,Solid,No,Yes,Yellow,No,None,No
4907,Robingoose #4907,Honk honk,goose_4907.png,Goose,Blue,Black,Closed,Red,Two Tone,No,No,None,Yes,Black,No
4908,Robingoose #4908,Honk honk,goose_4908.png,Goose,White,Red,Closed,Blue,Two Tone,No,Yes,White,No,None,Yes
4909,Robingoose #4909,Honk honk,goose_4909.png,Goose,Lime,Orange,Open,Green,Two Tone,No,Yes,Lime,No,None,No
4910,Robingoose #4910,Honk honk,goose_4910.png,Goose,Green,Black,Closed,Black,Solid,No,No,None,No,None,No
4911,Robingoose #4911,Honk honk,goose_4911.png,Goose,Red,Orange,Open,Blue,Two Tone,Yes,No,None,No,None,No
4912,Robingoose #4912,Honk honk,goose_4912.png,Goose,Turquoise,Yellow,Open,Black,Solid,No,Yes,Salmon,No,None,No
4913,Robingoose #4913,Honk honk,goose_4913.png,Goose,Pink,Green,Open,Purple,Two Tone,No,No,None,Yes,Yellow,No
4914,Robingoose #4914,Honk honk,goose_4914.png,Goose,Yellow,Black,Open,Green,Two Tone,Yes,Yes,Salmon,No,None,No
4915,Robingoose #4915,Honk honk,goose_4915.png,Goose,White,Blue,Closed,Red,Two Tone,No,Yes,White,No,None,No
4916,Robingoose #4916,Honk honk,goose_4916.png,Goose,White,Yellow,Closed,Pink,Two Tone,No,No,None,Yes,Black,No
4917,Robingoose #4917,Honk honk,goose_4917.png,Goose,Yellow,Blue,Closed,Orange,Two Tone,No,Yes,Pink,No,None,Yes
4918,Robingoose #4918,Honk honk,goose_4918.png,Goose,Sky Blue,White,Open,Orange,Two Tone,Yes,Yes,Green,No,None,No
4919,Robingoose #4919,Honk honk,goose_4919.png,Goose,Green,Sky Blue,Open,Black,Solid,No,Yes,Green,No,None,No
4920,Robingoose #4920,Honk honk,goose_4920.png,Goose,Sky Blue,Orange,Open,Black,Solid,No,Yes,Orange,No,None,No
4921,Robingoose #4921,Honk honk,goose_4921.png,Goose,Turquoise,Black,Closed,Yellow,Solid,No,No,None,No,None,No
4922,Robingoose #4922,Honk honk,goose_4922.png,Goose,Coral,Orange,Open,Turquoise,Two Tone,Yes,Yes,Coral,No,None,Yes
4923,Robingoose #4923,Honk honk,goose_4923.png,Goose,Coral,Yellow,Open,Turquoise,Two Tone,Yes,No,None,No,None,No
4924,Robingoose #4924,Honk honk,goose_4924.png,Goose,White,Green,Closed,Sky Blue,Two Tone,No,Yes,Orange,No,None,Yes
4925,Robingoose #4925,Honk honk,goose_4925.png,Goose,Yellow,Red,Open,Blue,Two Tone,No,No,None,No,None,No
4926,Robingoose #4926,Honk honk,goose_4926.png,Goose,Pink,Turquoise,Open,Green,Two Tone,No,No,None,No,None,Yes
4927,Robingoose #4927,Honk honk,goose_4927.png,Goose,Coral,Orange,Closed,White,Two Tone,No,Yes,Coral,No,None,No
4928,Robingoose #4928,Honk honk,goose_4928.png,Goose,White,Yellow,Open,Coral,Two Tone,No,No,None,Yes,Black,No
4929,Robingoose #4929,Honk honk,goose_4929.png,Goose,White,Yellow,Open,Black,Solid,Yes,Yes,Salmon,No,None,No
4930,Robingoose #4930,Honk honk,goose_4930.png,Goose,Coral,White,Closed,Purple,Two Tone,No,Yes,Coral,No,None,No
4931,Robingoose #4931,Honk honk,goose_4931.png,Goose,White,Orange,Open,Blue,Two Tone,No,No,None,No,None,No
4932,Robingoose #4932,Honk honk,goose_4932.png,Goose,Sky Blue,Coral,Closed,Orange,Two Tone,No,Yes,Sky Blue,No,None,Yes
4933,Robingoose #4933,Honk honk,goose_4933.png,Goose,Black,Red,Open,White,Solid,No,Yes,Sky Blue,No,None,No
4934,Robingoose #4934,Honk honk,goose_4934.png,Goose,Black,Salmon,Open,White,Solid,Yes,No,None,No,None,No
4935,Robingoose #4935,Honk honk,goose_4935.png,Goose,Red,Orange,Open,Coral,Two Tone,No,Yes,Red,No,None,No
4936,Robingoose #4936,Honk honk,goose_4936.png,Goose,Lime,Green,Closed,Pink,Two Tone,No,Yes,Lime,No,None,Yes
4937,Robingoose #4937,Honk honk,goose_4937.png,Goose,Green,Coral,Open,Black,Solid,Yes,No,None,No,None,No
4938,Robingoose #4938,Honk honk,goose_4938.png,Goose,Blue,Orange,Closed,Turquoise,Two Tone,No,No,None,No,None,Yes
4939,Robingoose #4939,Honk honk,goose_4939.png,Goose,Purple,Orange,Open,Salmon,Two Tone,No,No,None,Yes,Black,No
4940,Robingoose #4940,Honk honk,goose_4940.png,Goose,Black,Orange,Open,Salmon,Two Tone,Yes,Yes,Black,No,None,No
4941,Robingoose #4941,Honk honk,goose_4941.png,Goose,Lime,White,Open,Green,Two Tone,Yes,No,None,No,None,No
4942,Robingoose #4942,Honk honk,goose_4942.png,Goose,Blue,Purple,Closed,Lime,Two Tone,No,No,None,Yes,Black,No
4943,Robingoose #4943,Honk honk,goose_4943.png,Goose,Pink,Sky Blue,Open,Black,Solid,Yes,No,None,No,None,No
